Player,Team,PTS_per_game,AST_per_game,FG_pct,TRB_per_game,BLK_per_game,STL_per_game,3P_pct,TOV_per_game,PF_per_game,Season
Sherman Douglas,NJN,6.0,1.7,0.5,1.5,0.0,0.9,0.313,1.2,1.3,1999-00
Sean Elliott,SAS,6.0,1.5,0.358,2.5,0.1,0.6,0.351,1.0,1.8,1999-00
Tyronn Lue,LAL,6.0,2.1,0.487,1.5,0.0,0.4,0.5,1.1,2.1,1999-00
Bo Outlaw,ORL,6.0,3.0,0.602,6.4,1.8,1.4,0.0,1.6,2.5,1999-00
Lorenzen Wright,ATL,6.0,0.3,0.499,4.1,0.5,0.4,0.333,0.9,2.7,1999-00
Baron Davis,CHH,5.9,3.8,0.42,2.0,0.2,1.2,0.225,1.7,2.5,1999-00
Bryce Drew,HOU,5.8,2.3,0.383,1.4,0.0,0.6,0.362,0.9,1.1,1999-00
Mark Bryant,CLE,5.7,0.8,0.503,4.7,0.4,0.4,,1.2,3.3,1999-00
Greg Buckner,DAL,5.7,1.1,0.476,3.6,0.4,0.8,0.385,0.8,3.1,1999-00
Jamie Feick,NJN,5.7,0.8,0.428,9.3,0.5,0.5,1.0,0.7,2.5,1999-00
Robert Horry,LAL,5.7,1.6,0.438,4.8,1.1,1.1,0.309,1.0,2.5,1999-00
Darrick Martin,SAC,5.7,1.7,0.38,0.6,0.0,0.4,0.306,0.9,1.3,1999-00
Rasho Nesterović,MIN,5.7,1.1,0.476,4.6,1.0,0.3,0.0,0.9,3.2,1999-00
Kornél Dávid,2TM,5.6,0.5,0.427,2.5,0.1,0.5,0.0,1.0,1.8,1999-00
Kornél Dávid,CHI,6.5,0.6,0.426,2.8,0.1,0.5,0.0,1.2,1.9,1999-00
Kornél Dávid,CLE,1.8,0.2,0.444,1.3,0.2,0.7,,0.3,1.2,1999-00
Eric Murdock,LAC,5.6,2.7,0.385,1.9,0.1,1.2,0.381,1.5,1.7,1999-00
Dennis Scott,VAN,5.6,1.0,0.375,1.6,0.1,0.4,0.376,0.5,1.6,1999-00
Bryant Stith,DEN,5.6,1.4,0.455,1.9,0.3,0.4,0.304,0.7,1.2,1999-00
Adonal Foyle,GSW,5.5,0.6,0.508,5.6,1.8,0.3,,0.9,2.9,1999-00
Otis Thorpe,MIA,5.5,0.6,0.514,3.3,0.2,0.5,0.0,1.2,2.7,1999-00
Cedric Henderson,CLE,5.4,0.9,0.396,2.3,0.3,0.6,0.067,1.1,1.6,1999-00
Scot Pollard,SAC,5.4,0.6,0.527,5.3,0.8,0.7,,0.7,2.8,1999-00
Brian Skinner,LAC,5.4,0.3,0.507,6.1,1.3,0.5,,1.1,2.3,1999-00
Chucky Brown,2TM,5.3,1.0,0.451,2.7,0.3,0.3,0.2,0.7,1.8,1999-00
Chucky Brown,SAS,6.3,1.4,0.466,2.6,0.3,0.3,0.333,0.9,1.8,1999-00
Chucky Brown,CHH,4.4,0.8,0.434,2.7,0.2,0.4,0.143,0.5,1.8,1999-00
Earl Boykins,2TM,5.3,1.8,0.483,1.0,0.0,0.5,0.4,0.7,0.9,1999-00
Earl Boykins,ORL,6.0,3.0,0.75,1.0,0.0,0.0,,0.0,0.0,1999-00
Earl Boykins,CLE,5.3,1.8,0.473,1.0,0.0,0.5,0.4,0.7,0.9,1999-00
Chris Childs,NYK,5.3,4.0,0.409,2.1,0.1,0.5,0.356,1.5,3.4,1999-00
Gerard King,WAS,5.3,0.8,0.502,4.0,0.2,0.5,,0.7,2.1,1999-00
Elliot Perry,NJN,5.3,2.3,0.435,1.0,0.0,0.7,0.282,1.0,0.8,1999-00
Olden Polynice,UTA,5.3,0.5,0.51,5.5,1.0,0.4,0.5,0.9,3.2,1999-00
Alvin Williams,TOR,5.3,2.3,0.397,1.5,0.2,0.6,0.291,0.9,1.4,1999-00
Vinny Del Negro,MIL,5.2,2.4,0.471,1.6,0.0,0.5,0.333,0.7,1.2,1999-00
Shammond Williams,SEA,5.2,1.8,0.373,1.2,0.0,0.4,0.296,0.9,0.9,1999-00
Muggsy Bogues,TOR,5.1,3.7,0.439,1.7,0.1,0.8,0.333,0.7,1.5,1999-00
Darvin Ham,MIL,5.1,1.2,0.555,4.9,0.8,0.8,0.0,0.8,2.9,1999-00
Bobby Jackson,MIN,5.1,2.4,0.405,2.1,0.1,0.7,0.283,0.8,1.6,1999-00
Chris Mullin,IND,5.1,0.8,0.428,1.6,0.2,0.6,0.409,0.6,1.3,1999-00
Samaki Walker,SAS,5.1,0.5,0.449,3.8,0.5,0.1,,0.9,1.5,1999-00
Derrick Dial,SAS,5.0,0.6,0.37,3.3,0.1,0.1,0.25,0.8,1.3,1999-00
A.C. Green,LAL,5.0,1.0,0.447,5.9,0.2,0.6,0.25,0.6,1.5,1999-00
Sam Mack,GSW,5.0,1.0,0.303,1.7,0.0,0.8,0.328,0.8,2.0,1999-00
Ryan Robertson,SAC,5.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,1999-00
Sam Jacobson,2TM,4.9,0.6,0.509,1.4,0.1,0.6,0.375,0.6,2.2,1999-00
Sam Jacobson,LAL,3.3,0.7,0.556,0.3,0.0,0.3,,0.7,0.3,1999-00
Sam Jacobson,GSW,5.0,0.6,0.507,1.4,0.1,0.6,0.375,0.6,2.3,1999-00
Trajan Langdon,CLE,4.9,1.1,0.375,1.5,0.0,0.5,0.421,0.6,1.6,1999-00
Mark Strickland,MIA,4.9,0.4,0.545,2.4,0.3,0.3,,0.4,1.2,1999-00
Ervin Johnson,MIL,4.8,0.6,0.516,8.1,1.6,1.0,0.0,1.0,3.7,1999-00
Randy Livingston,PHO,4.8,2.2,0.416,1.6,0.2,0.6,0.345,1.2,1.6,1999-00
Grant Long,VAN,4.8,1.0,0.443,5.6,0.2,1.1,0.0,1.2,2.6,1999-00
Ben Wallace,ORL,4.8,0.8,0.503,8.2,1.6,0.9,,0.8,2.0,1999-00
John Crotty,DET,4.7,1.9,0.422,1.1,0.1,0.4,0.413,0.8,1.5,1999-00
Ricky Davis,CHH,4.7,1.3,0.503,1.7,0.2,0.6,0.0,1.0,0.8,1999-00
Chris Crawford,ATL,4.6,0.6,0.397,1.8,0.3,0.3,0.259,0.7,1.5,1999-00
Danny Manning,MIL,4.6,1.0,0.44,2.9,0.4,0.9,0.25,0.8,2.5,1999-00
Tony Massenburg,HOU,4.6,0.3,0.444,2.7,0.5,0.2,,0.9,1.3,1999-00
Jerome Kersey,SAS,4.5,1.0,0.412,3.1,0.7,0.9,0.0,0.7,2.2,1999-00
Felipe López,VAN,4.5,0.7,0.425,1.9,0.3,0.5,0.167,0.8,1.4,1999-00
Greg Ostertag,UTA,4.5,0.2,0.464,6.0,2.1,0.2,0.0,1.0,2.4,1999-00
J.R. Reid,MIL,4.4,0.5,0.417,3.4,0.1,0.6,0.143,0.6,2.4,1999-00
Sean Rooks,DAL,4.4,1.0,0.431,3.5,0.7,0.4,,1.0,2.4,1999-00
Rodney Buford,MIA,4.3,0.6,0.411,1.4,0.2,0.3,0.241,0.3,1.3,1999-00
Jelani McCoy,SEA,4.3,0.4,0.576,3.1,0.8,0.3,,0.8,2.2,1999-00
Derrick McKey,IND,4.3,1.1,0.398,4.2,0.4,0.9,0.435,0.6,2.5,1999-00
Dale Ellis,2TM,4.2,0.3,0.415,1.3,0.0,0.3,0.37,0.5,1.1,1999-00
Dale Ellis,MIL,6.8,0.3,0.465,1.9,0.0,0.3,0.354,0.4,1.3,1999-00
Dale Ellis,CHH,2.3,0.3,0.328,0.9,0.0,0.3,0.4,0.5,0.9,1999-00
Damon Jones,2TM,4.2,1.7,0.385,1.0,0.0,0.3,0.36,0.7,0.6,1999-00
Damon Jones,GSW,5.2,3.0,0.463,1.2,0.0,0.5,0.478,1.2,1.0,1999-00
Damon Jones,DAL,3.9,1.4,0.357,0.9,0.0,0.3,0.33,0.6,0.5,1999-00
Keith Closs,LAC,4.2,0.4,0.487,3.1,1.3,0.2,0.0,0.6,1.4,1999-00
Dickey Simpkins,CHI,4.2,1.4,0.405,5.4,0.3,0.3,0.0,1.9,3.1,1999-00
Tyrone Corbin,SAC,4.1,1.1,0.356,3.1,0.1,0.7,0.227,0.5,1.8,1999-00
Brian Shaw,LAL,4.1,2.7,0.382,2.9,0.2,0.5,0.31,1.0,1.4,1999-00
Calbert Cheaney,BOS,4.0,1.2,0.44,2.1,0.2,0.7,0.333,0.7,2.4,1999-00
Emanual Davis,SEA,4.0,1.3,0.364,1.9,0.1,0.7,0.301,0.8,1.3,1999-00
Gary Grant,POR,4.0,0.3,0.429,1.0,0.0,0.3,,0.7,1.0,1999-00
Matt Harpring,ORL,4.0,2.0,0.235,3.0,0.3,1.3,1.0,0.3,1.8,1999-00
Doug West,VAN,4.0,1.1,0.407,1.9,0.2,0.3,0.0,0.5,2.1,1999-00
Rick Hughes,DAL,3.9,0.4,0.486,2.3,0.0,0.1,0.0,0.7,1.4,1999-00
Jermaine O'Neal,POR,3.9,0.3,0.486,3.3,0.8,0.2,0.0,0.7,1.8,1999-00
Don Reid,2TM,3.8,0.3,0.536,2.7,0.8,0.6,,0.6,3.1,1999-00
Don Reid,DET,1.7,0.0,0.471,1.2,0.6,0.2,,0.5,2.1,1999-00
Don Reid,WAS,6.4,0.6,0.564,4.5,1.1,1.1,,0.7,4.3,1999-00
Calvin Booth,WAS,3.8,0.6,0.348,2.9,1.3,0.3,,0.5,2.1,1999-00
Quincy Lewis,UTA,3.8,0.5,0.372,1.5,0.2,0.3,0.365,0.6,2.1,1999-00
Walter McCarty,BOS,3.8,1.1,0.339,1.8,0.4,0.4,0.309,1.1,1.4,1999-00
Thomas Hamilton,HOU,3.7,0.7,0.443,4.1,0.6,0.2,,1.3,1.1,1999-00
Todd MacCulloch,PHI,3.7,0.2,0.553,2.6,0.7,0.2,,0.5,1.7,1999-00
Anthony Miller,HOU,3.7,0.5,0.536,4.7,0.3,0.3,,0.5,1.9,1999-00
Khalid Reeves,CHI,3.7,4.3,0.25,1.3,0.0,0.7,0.0,2.0,2.7,1999-00
Jacque Vaughn,UTA,3.7,1.6,0.416,0.8,0.0,0.4,0.412,1.0,1.2,1999-00
Lazaro Borrell,SEA,3.6,0.6,0.444,2.4,0.2,0.4,0.0,0.4,0.5,1999-00
Anthony Parker,ORL,3.6,0.6,0.421,1.7,0.3,0.5,0.071,0.7,0.8,1999-00
Robert Traylor,MIL,3.6,0.5,0.475,2.6,0.6,0.6,0.0,0.6,1.8,1999-00
Toby Bailey,PHO,3.5,0.7,0.414,1.6,0.1,0.3,0.2,0.5,1.2,1999-00
Gheorghe Mureșan,NJN,3.5,0.3,0.456,2.3,0.4,0.0,,0.5,1.7,1999-00
Stacey Augmon,POR,3.4,0.9,0.474,2.0,0.2,0.5,0.0,0.6,1.2,1999-00
Greg Foster,SEA,3.4,0.7,0.406,1.8,0.3,0.2,0.2,0.5,1.8,1999-00
Charles Jones,LAC,3.4,1.7,0.328,1.1,0.1,0.5,0.331,0.5,0.8,1999-00
Brent Price,VAN,3.4,1.7,0.345,0.9,0.0,0.4,0.368,1.1,1.5,1999-00
Todd Fuller,CHH,3.3,0.1,0.418,2.7,0.2,0.2,,0.7,1.1,1999-00
Tim Legler,GSW,3.3,1.0,0.359,1.0,0.0,0.2,0.333,0.3,1.4,1999-00
Antoine Carr,VAN,3.2,0.3,0.438,1.5,0.3,0.1,,0.4,2.0,1999-00
Obinna Ekezie,VAN,3.2,0.2,0.466,2.4,0.1,0.2,,0.7,1.6,1999-00
Devean George,LAL,3.2,0.2,0.389,1.5,0.1,0.2,0.34,0.4,1.1,1999-00
Doug Overton,BOS,3.2,1.1,0.396,0.7,0.0,0.2,0.357,0.4,1.0,1999-00
Joe Stephens,VAN,3.2,0.8,0.373,2.8,0.2,0.5,0.0,0.5,0.7,1999-00
Chris Herren,DEN,3.1,2.5,0.363,1.2,0.0,0.3,0.358,0.9,1.6,1999-00
Andrew Lang,NYK,3.1,0.2,0.438,3.2,0.3,0.4,,0.3,1.6,1999-00
Cherokee Parks,VAN,3.0,0.6,0.497,3.3,0.8,0.5,0.0,0.5,2.1,1999-00
Evan Eschmeyer,NJN,2.9,0.7,0.528,3.5,0.7,0.3,,0.7,2.7,1999-00
Bruce Bowen,2TM,2.8,0.5,0.371,1.4,0.2,0.3,0.466,0.3,1.7,1999-00
Bruce Bowen,PHI,1.4,0.4,0.356,0.9,0.1,0.2,0.5,0.1,0.9,1999-00
Bruce Bowen,MIA,5.1,0.7,0.38,2.2,0.4,0.5,0.464,0.5,3.0,1999-00
Anthony Johnson,2TM,2.8,1.3,0.378,0.9,0.1,0.6,0.182,0.6,1.0,1999-00
Anthony Johnson,ATL,2.4,1.6,0.35,1.0,0.1,0.6,0.167,0.6,1.1,1999-00
Anthony Johnson,ORL,3.4,0.7,0.426,0.7,0.1,0.6,0.2,0.4,0.9,1999-00
Cory Alexander,DEN,2.8,2.0,0.286,1.4,0.1,0.8,0.257,1.0,1.3,1999-00
Corie Blount,PHO,2.8,0.3,0.494,3.0,0.2,0.4,0.0,0.7,2.1,1999-00
Tim James,MIA,2.8,0.5,0.357,1.0,0.8,0.0,,0.5,0.3,1999-00
Steve Kerr,SAS,2.8,0.4,0.432,0.6,0.0,0.1,0.516,0.2,0.4,1999-00
Chuck Person,SEA,2.8,0.6,0.301,1.4,0.1,0.1,0.253,0.3,1.5,1999-00
Dennis Rodman,DAL,2.8,1.2,0.387,14.3,0.1,0.2,0.0,1.6,3.4,1999-00
Rex Walters,MIA,2.8,2.0,0.418,1.1,0.0,0.2,0.25,0.9,1.3,1999-00
Bill Curley,2TM,2.7,0.5,0.426,1.8,0.1,0.5,0.0,0.8,2.2,1999-00
Bill Curley,HOU,3.0,0.0,0.545,2.0,0.0,0.5,,1.0,2.5,1999-00
Bill Curley,GSW,2.7,0.6,0.404,1.8,0.2,0.5,0.0,0.7,2.1,1999-00
Jonathan Bender,IND,2.7,0.1,0.329,0.9,0.2,0.0,0.167,0.3,0.8,1999-00
Cal Bowdler,ATL,2.7,0.3,0.426,1.8,0.2,0.3,0.0,0.5,1.0,1999-00
Derek Strong,ORL,2.7,0.2,0.438,2.2,0.1,0.3,0.25,0.6,0.8,1999-00
Drew Barry,2TM,2.6,2.1,0.455,0.8,0.0,0.1,0.389,0.8,1.4,1999-00
Drew Barry,GSW,2.8,2.1,0.5,1.0,0.0,0.3,0.333,0.8,1.8,1999-00
Drew Barry,ATL,2.4,2.0,0.4,0.5,0.0,0.0,0.444,0.9,1.1,1999-00
William Avery,MIN,2.6,1.5,0.309,0.7,0.0,0.2,0.286,0.7,1.0,1999-00
Duane Causwell,MIA,2.6,0.1,0.541,1.9,0.6,0.1,,0.4,1.7,1999-00
Popeye Jones,DEN,2.6,0.5,0.423,2.6,0.2,0.1,0.667,0.3,1.3,1999-00
Don MacLean,PHO,2.6,0.5,0.367,1.4,0.1,0.1,0.333,0.5,1.5,1999-00
Scott Padgett,UTA,2.6,0.5,0.314,1.9,0.2,0.3,0.295,0.5,1.2,1999-00
Ryan Bowen,DEN,2.5,0.4,0.393,2.2,0.3,0.8,0.111,0.3,1.8,1999-00
Will Perdue,CHI,2.5,1.0,0.351,3.9,0.6,0.2,,1.2,1.9,1999-00
Vladimir Stepania,SEA,2.5,0.1,0.367,1.6,0.4,0.3,0.0,0.7,1.5,1999-00
Jamel Thomas,2TM,2.4,0.9,0.444,0.7,0.0,0.1,0.0,0.7,0.3,1999-00
Jamel Thomas,BOS,3.7,0.7,0.5,0.7,0.0,0.0,0.0,0.3,0.0,1999-00
Jamel Thomas,GSW,1.5,1.0,0.375,0.8,0.0,0.3,0.0,1.0,0.5,1999-00
Haywoode Workman,2TM,2.4,1.7,0.344,0.7,0.0,0.6,0.326,0.5,1.0,1999-00
Haywoode Workman,MIL,2.9,1.9,0.371,0.7,0.0,0.5,0.379,0.6,1.0,1999-00
Haywoode Workman,TOR,1.5,1.3,0.286,0.7,0.0,0.7,0.214,0.3,1.1,1999-00
Jim McIlvaine,NJN,2.4,0.5,0.416,3.5,1.8,0.4,,0.6,3.1,1999-00
John Celestand,LAL,2.3,1.3,0.333,0.7,0.0,0.4,0.222,1.0,1.4,1999-00
Jeff Foster,IND,2.3,0.3,0.565,1.7,0.1,0.3,0.0,0.1,0.9,1999-00
Devin Gray,HOU,2.3,0.2,0.405,1.2,0.1,0.2,,0.2,1.0,1999-00
Aleksandar Radojević,TOR,2.3,0.3,0.286,2.7,0.3,0.7,,1.7,1.7,1999-00
Etdrick Bohannon,2TM,2.2,0.4,0.538,2.4,0.5,0.2,,0.8,1.9,1999-00
Etdrick Bohannon,NYK,1.5,0.0,,0.5,0.0,0.0,,1.0,0.5,1999-00
Etdrick Bohannon,LAC,2.4,0.5,0.538,2.7,0.5,0.2,,0.7,2.2,1999-00
Rafer Alston,MIL,2.2,2.6,0.284,0.9,0.0,0.4,0.214,1.1,1.1,1999-00
Jud Buechler,DET,2.2,0.6,0.353,1.6,0.3,0.4,0.217,0.2,0.9,1999-00
Antonio Harvey,POR,2.2,0.3,0.567,1.7,0.3,0.1,,0.6,1.1,1999-00
Adam Keefe,UTA,2.2,0.5,0.408,2.2,0.2,0.3,0.0,0.7,1.5,1999-00
Roy Rogers,DEN,2.2,0.2,0.398,2.0,1.0,0.1,0.0,0.3,0.9,1999-00
Michael Ruffin,CHI,2.2,0.6,0.42,3.5,0.4,0.4,,0.8,2.4,1999-00
Tim Young,GSW,2.2,0.2,0.333,1.4,0.0,0.1,,0.4,0.7,1999-00
Pete Chilcutt,3TM,2.1,0.5,0.417,2.3,0.2,0.3,0.231,0.4,1.3,1999-00
Pete Chilcutt,UTA,1.8,0.4,0.355,1.7,0.2,0.2,0.1,0.3,1.2,1999-00
Pete Chilcutt,CLE,0.0,0.2,0.0,1.5,0.0,0.0,,0.0,0.5,1999-00
Pete Chilcutt,LAC,3.0,0.7,0.492,3.3,0.3,0.4,0.313,0.5,1.6,1999-00
Tom Hammonds,MIN,2.1,0.2,0.433,1.8,0.1,0.1,,0.4,1.0,1999-00
Ryan Stack,CLE,2.1,0.2,0.333,1.8,0.4,0.2,0.0,0.7,1.9,1999-00
Žan Tabak,IND,2.1,0.2,0.471,1.8,0.5,0.2,,0.6,0.7,1999-00
John Thomas,TOR,2.1,0.2,0.458,1.4,0.3,0.2,0.0,0.3,1.9,1999-00
Dean Garrett,MIN,2.0,0.3,0.444,2.5,0.7,0.1,,0.4,1.7,1999-00
Milt Palacio,VAN,2.0,0.9,0.439,1.0,0.0,0.4,0.0,0.8,0.6,1999-00
Stanley Roberts,PHI,2.0,0.6,0.313,3.0,0.2,0.2,0.0,0.4,3.0,1999-00
Bill Wennington,SAC,2.0,0.1,0.316,2.7,0.3,0.3,,0.1,1.9,1999-00
Mirsad Türkcan,2TM,1.9,0.3,0.368,1.9,0.1,0.2,0.0,0.5,0.8,1999-00
Mirsad Türkcan,NYK,0.6,0.1,0.2,1.4,0.0,0.3,0.0,0.1,0.6,1999-00
Mirsad Türkcan,MIL,2.9,0.4,0.429,2.3,0.1,0.1,0.0,0.7,1.0,1999-00
Rick Brunson,NYK,1.9,1.3,0.414,0.7,0.0,0.2,0.154,0.8,0.9,1999-00
Nazr Mohammed,PHI,1.9,0.1,0.389,1.8,0.4,0.1,,0.6,1.0,1999-00
Felton Spencer,SAS,1.9,0.1,0.455,1.5,0.3,0.2,,0.3,1.2,1999-00
Bruno Šundov,DAL,1.9,0.1,0.387,0.9,0.1,0.1,,0.3,1.1,1999-00
Johnny Taylor,2TM,1.8,0.2,0.357,1.0,0.2,0.2,1.0,0.3,0.8,1999-00
Johnny Taylor,DEN,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,1999-00
Johnny Taylor,ORL,2.2,0.2,0.417,1.0,0.2,0.2,1.0,0.4,0.8,1999-00
Pervis Ellison,BOS,1.8,0.4,0.442,2.2,0.3,0.3,,0.4,2.2,1999-00
Donny Marshall,CLE,1.8,0.0,0.273,0.2,0.0,0.3,0.0,0.5,1.2,1999-00
Kevin Ollie,PHI,1.8,1.2,0.449,0.8,0.0,0.3,,0.3,0.7,1999-00
Lorenzo Williams,WAS,1.8,0.1,0.778,3.1,0.8,0.4,,0.4,1.6,1999-00
Anthony Avent,LAC,1.7,0.2,0.302,1.5,0.3,0.3,,0.5,1.3,1999-00
Marcus Brown,DET,1.7,0.5,0.286,1.2,0.0,0.0,0.0,0.5,1.3,1999-00
Jumaine Jones,PHI,1.7,0.2,0.379,1.2,0.2,0.2,0.5,0.4,0.3,1999-00
Travis Knight,LAL,1.7,0.4,0.39,2.0,0.4,0.1,,0.4,1.4,1999-00
Loy Vaught,DET,1.7,0.3,0.36,2.1,0.1,0.1,0.0,0.3,1.0,1999-00
Joe Kleine,POR,1.6,0.3,0.364,0.9,0.0,0.1,,0.3,1.0,1999-00
Sean Marks,TOR,1.6,0.0,0.333,0.4,0.2,0.2,0.0,0.6,0.6,1999-00
John Salley,LAL,1.6,0.6,0.362,1.4,0.3,0.2,,0.4,1.5,1999-00
Fred Vinson,SEA,1.6,0.0,0.294,0.1,0.0,0.4,0.286,0.5,0.3,1999-00
Lari Ketner,2TM,1.5,0.0,0.406,1.5,0.1,0.2,,0.5,0.9,1999-00
Lari Ketner,CHI,1.7,0.2,0.4,1.2,0.2,0.2,,0.5,1.3,1999-00
Lari Ketner,CLE,1.5,0.0,0.409,1.7,0.1,0.2,,0.4,0.8,1999-00
Harold Jamison,MIA,1.5,0.3,0.35,1.8,0.1,0.2,,0.3,1.4,1999-00
Laron Profit,WAS,1.5,0.8,0.356,0.8,0.1,0.2,0.176,0.6,0.8,1999-00
Michael Cage,NJN,1.4,0.5,0.5,4.1,0.4,0.4,,0.2,1.5,1999-00
Michael Stewart,TOR,1.4,0.1,0.377,2.2,0.5,0.1,,0.4,1.9,1999-00
Kiwane Lemorris Garris,ORL,1.3,0.7,0.2,0.3,0.0,0.0,0.0,0.3,0.0,1999-00
Wayne Turner,BOS,1.3,1.7,0.167,1.0,0.0,0.0,,1.0,1.3,1999-00
Chris Dudley,NYK,1.2,0.1,0.343,2.9,0.4,0.1,,0.4,2.0,1999-00
DeMarco Johnson,NYK,1.2,0.0,0.333,1.4,0.0,0.2,,0.6,1.0,1999-00
Andrae Patterson,MIN,1.2,0.2,0.75,0.4,0.0,0.2,,0.2,0.8,1999-00
Reggie Jordan,WAS,1.1,0.9,0.321,1.1,0.1,0.3,0.0,0.5,0.8,1999-00
A.J. Bramlett,CLE,1.0,0.0,0.19,2.8,0.0,0.1,,0.4,1.6,1999-00
Jermaine Jackson,DET,1.0,0.6,0.091,1.6,0.0,0.4,0.0,1.0,1.0,1999-00
Eldridge Recasner,CHH,1.0,0.7,0.429,0.6,0.0,0.0,0.25,0.0,0.1,1999-00
Mark Hendrickson,2TM,0.9,0.4,0.625,0.9,0.1,0.1,,0.2,0.5,1999-00
Mark Hendrickson,CLE,1.2,0.3,0.714,1.1,0.1,0.2,,0.3,0.7,1999-00
Mark Hendrickson,NJN,0.2,0.6,0.0,0.4,0.0,0.0,,0.0,0.2,1999-00
Ben Davis,PHO,0.8,0.4,0.333,1.8,0.2,0.2,,0.6,0.4,1999-00
Eric Montross,DET,0.8,0.1,0.309,1.4,0.2,0.1,,0.4,1.6,1999-00
Benoit Benjamin,CLE,0.7,0.0,0.333,0.3,0.3,0.0,,0.0,0.3,1999-00
Marty Conlon,LAC,0.7,0.0,0.5,0.7,0.0,0.0,,0.0,0.3,1999-00
Michael Hawkins,CHH,0.7,1.1,0.231,0.6,0.0,0.0,0.2,0.3,0.2,1999-00
Mark West,PHO,0.7,0.1,0.417,1.4,0.2,0.1,,0.3,1.0,1999-00
Antonio Lang,2TM,0.6,0.2,0.167,0.5,0.1,0.4,,0.2,0.8,1999-00
Antonio Lang,TOR,0.4,0.1,0.0,0.7,0.1,0.6,,0.3,1.0,1999-00
Antonio Lang,PHI,1.0,0.3,1.0,0.0,0.0,0.0,,0.0,0.3,1999-00
Ira Bowman,PHI,0.5,0.1,1.0,0.2,0.0,0.1,,0.1,0.0,1999-00
David Wingate,NYK,0.3,0.4,0.111,0.3,0.3,0.1,,0.3,1.0,1999-00
Mario Bennett,LAC,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,1.0,1999-00
Derek Hood,CHH,0.0,0.0,0.0,0.5,0.0,0.0,,0.0,0.0,1999-00
Randell Jackson,DAL,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1999-00
Jason Miskiri,CHH,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1999-00
Rodrick Rhodes,DAL,0.0,0.0,0.0,1.0,0.0,2.0,,2.0,0.0,1999-00
League Average,,,,0.449,,,,0.353,,,1999-00
Allen Iverson,PHI,31.1,4.6,0.42,3.8,0.3,2.5,0.32,3.3,2.1,2000-01
Jerry Stackhouse,DET,29.8,5.1,0.402,3.9,0.7,1.2,0.351,4.1,2.0,2000-01
Shaquille O'Neal,LAL,28.7,3.7,0.572,12.7,2.8,0.6,0.0,2.9,3.5,2000-01
Kobe Bryant,LAL,28.5,5.0,0.464,5.9,0.6,1.7,0.305,3.2,3.3,2000-01
Vince Carter,TOR,27.6,3.9,0.46,5.5,1.1,1.5,0.408,2.2,2.7,2000-01
Chris Webber,SAC,27.1,4.2,0.481,11.1,1.7,1.3,0.071,2.8,3.2,2000-01
Tracy McGrady,ORL,26.8,4.6,0.457,7.5,1.5,1.5,0.355,2.6,2.1,2000-01
Paul Pierce,BOS,25.3,3.1,0.454,6.4,0.8,1.7,0.383,3.2,3.1,2000-01
Antawn Jamison,GSW,24.9,2.0,0.442,8.7,0.3,1.4,0.302,2.4,2.7,2000-01
Stephon Marbury,NJN,23.9,7.6,0.441,3.1,0.1,1.2,0.328,2.9,2.2,2000-01
Antoine Walker,BOS,23.4,5.5,0.413,8.9,0.6,1.7,0.367,3.7,3.1,2000-01
Karl Malone,UTA,23.2,4.5,0.498,8.3,0.8,1.1,0.4,3.0,2.7,2000-01
Gary Payton,SEA,23.1,8.1,0.456,4.6,0.3,1.6,0.375,2.6,2.3,2000-01
Tim Duncan,SAS,22.2,3.0,0.499,12.2,2.3,0.9,0.259,3.0,3.0,2000-01
Ray Allen,MIL,22.0,4.6,0.48,5.2,0.2,1.5,0.433,2.5,2.3,2000-01
Kevin Garnett,MIN,22.0,5.0,0.477,11.4,1.8,1.4,0.288,2.8,2.5,2000-01
Glenn Robinson,MIL,22.0,3.3,0.468,6.9,0.8,1.1,0.299,2.9,2.5,2000-01
Dirk Nowitzki,DAL,21.8,2.1,0.474,9.2,1.2,1.0,0.387,1.9,3.0,2000-01
Michael Finley,DAL,21.5,4.4,0.458,5.2,0.4,1.4,0.346,2.3,2.1,2000-01
Antonio McDyess,DEN,20.8,2.1,0.495,12.1,1.5,0.6,,2.3,3.1,2000-01
Shareef Abdur-Rahim,VAN,20.5,3.1,0.472,9.1,1.0,1.1,0.188,2.9,2.9,2000-01
Jalen Rose,IND,20.5,6.0,0.457,5.0,0.6,0.9,0.339,2.9,3.2,2000-01
Peja Stojaković,SAC,20.4,2.2,0.47,5.8,0.2,1.2,0.4,1.9,1.9,2000-01
Elton Brand,CHI,20.1,3.2,0.476,10.1,1.6,1.0,0.0,3.0,3.3,2000-01
Jamal Mashburn,CHH,20.1,5.4,0.413,7.6,0.2,1.1,0.356,2.8,2.4,2000-01
Steve Francis,HOU,19.9,6.5,0.451,6.9,0.4,1.8,0.396,3.3,3.4,2000-01
Ron Mercer,CHI,19.7,3.3,0.446,3.9,0.4,1.3,0.304,2.1,2.4,2000-01
Jason Terry,ATL,19.7,4.9,0.436,3.3,0.1,1.3,0.395,2.9,2.5,2000-01
