Feature,Importance
away_MP_p13,0.0008994728762516166
away_AST%_p11,0.0008994447130279597
away_PER_p7,0.00089933972958914
away_Rk_p8,0.0008987778980446336
away_BPM_p4,0.0008986532740770769
away_OBPM_p3,0.0008975426454378807
home_Rk_p2,0.0008967744611169158
away_AST%_p2,0.0008962150084413614
home_PER_p8,0.0008960162041881782
away_FG_pct_p5,0.0008954711409270937
home_TS%_p3,0.0008953713649856546
home_FTr_p8,0.000894836112566898
home_AST%_p2,0.0008941702523240819
home_OBPM_p2,0.0008935847402391951
home_TOV%_p2,0.0008935390099669832
away_ORB%_p14,0.0008933421546988418
away_Rk_p1,0.0008930056530848133
home_TOV%_p12,0.0008927583441654958
away_TS%_p10,0.0008925578648069052
away_BPM_p12,0.0008925548198408988
away_FTr_p9,0.0008921274372836642
away_FTr_p7,0.0008913850565248709
away_USG%_p14,0.0008906898546327406
home_DRB%_p11,0.0008905188135465044
away_DBPM_p13,0.000889604663740752
away_Rk_p2,0.0008895888488637537
home_FTr_p11,0.0008884181177488
home_DBPM_p8,0.0008877219445233384
away_3PAr_p10,0.0008875571636423891
home_AST%_p6,0.0008870264511360974
away_DRB%_p6,0.0008861836845918604
away_PTS_per_game_p11,0.000885794953308101
home_MP_p1,0.0008845151375270568
away_VORP_p6,0.0008838568397637946
home_AST%_p7,0.0008838273336082126
away_Rk_p14,0.0008836873776277584
away_DBPM_p8,0.0008835216216806337
away_AST%_p5,0.0008833645824200977
away_OBPM_p6,0.0008826247526752922
home_FG_pct_p2,0.0008821368403239023
away_BPM_p6,0.0008814335969197556
away_Rk_p9,0.0008808609233409888
home_TOV%_p7,0.0008807957717017805
away_Rk_p5,0.0008806956897425863
home_PTS_per_game_p10,0.0008806871240099497
away_PTS_per_game_p2,0.0008802343776173685
away_AST%_p6,0.0008801838887090567
away_DRB%_p13,0.0008800093409952266
away_OWS_p7,0.0008795863253268567
away_USG%_p3,0.0008794656805065363
away_DRB%_p7,0.0008787820958297605
away_PTS_per_game_p10,0.0008785215028793629
away_3P_pct_p3,0.000878368075853533
away_TRB%_p2,0.0008782888080276742
home_TRB%_p12,0.0008779839157791108
away_TOV%_p13,0.0008775207274698103
away_WS_p10,0.0008770955065836376
away_BLK%_p9,0.0008764221722844142
home_WS/48_p10,0.0008761844366922565
away_WS/48_p12,0.0008757461517486452
home_TOV%_p11,0.0008747932350994787
away_ORB%_p13,0.0008737337884388778
home_TOV%_p1,0.000873469926564152
away_GS_p6,0.0008733930508225807
home_ORB%_p5,0.000872139179687737
away_OWS_p4,0.0008715352601603889
home_FG_pct_p7,0.0008710920296218981
home_AST%_p12,0.000870858764725128
away_PER_p5,0.0008696528788213902
away_3PAr_p8,0.0008695571657489925
home_TOV%_p4,0.0008694938375472773
away_GS_p2,0.0008684948397282941
away_TRB%_p10,0.0008678470480782116
home_FTr_p7,0.0008677914600057104
away_TS%_p12,0.0008677381000231756
away_OBPM_p11,0.0008676681889280108
away_DBPM_p14,0.0008670010500518667
away_WS_p8,0.0008667145789362892
away_FTr_p11,0.0008666582028047216
away_TOV%_p4,0.0008665484376719331
home_DRB%_p9,0.0008660084667935095
away_FG_pct_p10,0.0008657536018294988
home_MP_p8,0.0008656418338387187
away_USG%_p7,0.0008649523292421253
away_DRB%_p8,0.0008645909747313956
away_USG%_p11,0.0008642734982509502
away_MP_p3,0.0008637048010003268
away_DWS_p8,0.0008636542758969094
away_3P_pct_p1,0.0008635285045405578
away_AST%_p12,0.0008633022853247295
away_BPM_p15,0.0008629021382453112
home_FG_pct_p8,0.0008623493433892924
home_AST%_p13,0.0008620333062709705
away_3PAr_p12,0.0008619343576351719
home_MP_p13,0.0008615249450909908
away_TRB%_p13,0.0008614487177550793
away_USG%_p4,0.000861372528141544
home_AST%_p8,0.0008610546408222723
home_USG%_p11,0.0008608893969197586
away_OBPM_p5,0.0008605455522675097
home_PTS_per_game_p11,0.000860181603266759
away_BPM_p14,0.0008599840940305493
away_FG_pct_p14,0.0008594912839079538
away_AST_per_game_p2,0.0008587396211839581
home_TOV%_p6,0.0008586845716009601
away_DRB%_p14,0.0008586079812806167
